Compound index,SMILES,Max(Brain/Blood),Reach time
1514B-11C-BF-227,CN(C)c1ncc(/C=C/c2nc3ccc(OCCF)cc3o2)s1,2.0648464163822524,2min
1514B-18F-FACT,CN(C)c1ncc(/C=C/c2nc3ccc(OC(CO)CF)cc3o2)s1,1.2712328767123287,2min
1514B-18F-THK-525,FCCOc1ccc2nc(/C=C/c3cnc(N4CCOCC4)s3)oc2c1,1.6773049645390072,2min
1514B-18F-THK-702,OCC(CF)Oc1ccc2nc(/C=C/c3cnc(N4CCOCC4)s3)oc2c1,1.2425149700598803,2min
1514B-18F-THK-727,OCC(CF)COc1ccc2nc(/C=C/c3cnc(N4CCOCC4)s3)oc2c1,1.380952380952381,2min
1515A- 4-18F-ADAM,CN(C)Cc1ccccc1Sc1ccc(F)cc1N,0.6109324758842444,30min
1518A-18Ffallypride,C=CCN1CCC[C@@H]1CNC(=O)c1cc(CCCF)cc(OC)c1OC,0.8666666666666667,180min
1521B-18FAZA,O=[N+]([O-])c1nccn1[C@H]1O[C@H](CF)C(O)[C@@H]1O,1.173913043478261,180min
1523-18F-folate,Nc1nc2ncc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)NCc4ccc(F)cc4)cc3)nc2c(=O)[nH]1,0.18181818181818182,125min
1526D-18FFBAU,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)C(O)[C@H]2F)cc1Br,0.25,60min
1526D-18FFBAU3'5',O=C(OC[C@H]1O[C@@H](n2cc(Br)c(=O)[nH]c2=O)[C@H](F)C1OC(=O)c1ccccc1)c1ccccc1,0.25,120min
1535-18FFTMA,C[N+](C)(C)c1ccc(F)cc1,0.09090909090909091,60min
1537-11C-BMS-5p,Cc1onc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2CN(C)C(=O)c2cc3ccccc3n2C)c1C,0.08035714285714285,90min
1537-18F-FBzBMS 5,Cc1ccc(C(=O)N(C)Cc2cc(-c3ncco3)ccc2-c2ccccc2S(=O)(=O)Nc2noc(C)c2C)cc1,0.075,120min
1539A-18FCAP,C[C@H](CS)C(=O)N1C[C@@H](F)C[C@H]1C(=O)O,0.8333333333333333,240min
1542A-CH,C[N+](C)(C)CCO,0.7727272727272726,60min
1542A-FCH,C[N+](C)(CF)CCO,0.5333333333333333,60min
1543-18F1,Cc1cc(NCCF)n2ncc(C#N)c2n1,0.6563146997929606,5min
1543-18F2,Cc1cc(NCCNC(=O)c2ccc([N+](=O)[O-])cc2F)n2ncc(C#N)c2n1,0.4444444444444445,120min
1544-18F-FBMHA,CCCCCCCCCC(F)CCCCC(C)CC(=O)O,0.4655172413793104,60min
1544-18F-FCPHA,CCCCCCCCC(F)CCCCC1CC1CC(=O)O,1.0,5min
1546-cis-FDA,C[C@]1(C(=O)O)CCC2c3ccc(O)cc3CCC2[C@H]1CCF,0.03418653576437588,60min
1546-trans-FDA,C[C@]1(C(=O)O)CCC2c3ccc(O)cc3CCC2[C@@H]1CCF,0.07777777777777778,180min
1548-18F2,*c1ccc(OCF)c(CN(C(C)=O)C2=CC(F)=CCC2OC2=CCCC=C2)c1,7.481481481481481,60min
1548-18F5,*c1ccc(OC([2H])([2H])F)c(CN(C(C)=O)c2cc(F)ccc2OC2=CCCCC2)c1,6.230769230769231,120min
1556A-18F-5-FdUR,CC1CC(n2cc(F)c(=O)[nH]c2=O)OC1CO,0.6666666666666667,120min
1556A-18F-5-FU,O=c1[nH]cc(F)c(=O)[nH]1,0.6,120min
1556A-18F-5-FUR,O=c1[nH]c(=O)n(C2O[C@H](CO)C(O)[C@H]2O)cc1F,0.6666666666666667,120min
1558-18F1,COc1ccc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(OCCF)c(OC)c2)cc1OC,0.4831460674157303,60min
1560A-18F6a,COc1cc2c(cc1OCCF)CCN1CC(CC(C)C)C(O)CC21,1.7388059701492538,2min
1560A-18F6b,COc1cc2c(cc1OCCCF)CCN1CC(CC(C)C)C(O)CC21,2.723076923076923,2min
1561-18FFE-GW405833,Cc1c(CCN2CCOCC2)c2cc(C(=O)CCF)ccc2n1C(=O)c1cccc(Cl)c1Cl,0.2888888888888889,2min
1563A-18F2,CN(C)c1ccc(/C=C/C(=O)/C=C(/C=C/c2ccc(OCCOCCF)cc2)OB(F)F)cc1,0.40800000000000003,30min
1565B-18F-FEAC,CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(CCF)c2cnc(-c3ccccc3)nc21,0.8117647058823529,5min
1565B-18F-FEDAC,CN(Cc1ccccc1)C(=O)Cn1c(=O)n(CCF)c2cnc(-c3ccccc3)nc21,0.8170731707317074,5min
1568A-(18F)FPC,O=C(C1CCCCC1)N(CCN1CCN(c2ccccc2OCCCF)CC1)c1ccccn1,1.6666666666666667,120min
1571A-(11C)RTI-31,COC(=O)C1C2CC[C@H](C[C@@H]1c1ccc(Cl)cc1)N2C,22.000000000000004,60min
1571A-(11C)RTI-32,COC(=O)C1C2CC[C@H](C[C@@H]1c1ccc(Cl)cc1)N2C,5.928571428571428,5min
1571A-(18F)FECT,CN1C2CC[C@@H]1C[C@H](c1ccc(Cl)cc1)C2C(=O)OCCF,17.0,30min
1571A-(18F)FETT,CN1C2CC[C@@H]1C[C@H](c1ccc(Cl)cc1)C2C(=O)OCCF,4.733333333333333,5min
1573C-18F-FEAC,CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(CCF)c2cnc(-c3ccccc3)nc21,0.8117647058823529,5min
1573C-18F-FEDAC,CN(Cc1ccccc1)C(=O)Cn1c(=O)n(CCF)c2cnc(-c3ccccc3)nc21,2.9555555555555557,90min
1574-18F-FEDPN,N#C[C@H](c1ccc(O)cc1)[C@@H](CCF)c1ccc(O)cc1,1.3150684931506849,30min
1574-18F-FES,C[C@]12CCC3c4ccc(O)cc4CCC3C1C[C@@H](F)[C@@H]2O,0.6307692307692307,30min
1576-18F-FTMA-14,C[N+](C)(C)c1ccc(F)cc1,0.09090909090909091,60min
1578B-18F-FEF,CCOC(=O)c1ncn2c1C(O)N(CCF)C(=O)c1cc(F)ccc1-2,0.75,13min
1583A-18F2,NC(Cc1ccc(CCF)cc1)C(=O)O,0.8,60min
1588A-18FFE-SA4503,COc1cc(CCN2CCN(CCCc3ccccc3)CC2)ccc1OCCF,6.366197183098591,15min
1588B-11C1a,COc1ccc(CCN2CCN(CCCc3ccccc3)CC2)cc1OC,1945.483870967742,60min
1588B-11C1b,COc1ccc(CCN2CCN(CCCc3ccc(F)cc3)CC2)cc1OC,2156.392857142857,60min
1588B-11C2a,CCOc1ccc(CCN2CCN(CCCc3ccccc3)CC2)cc1OC,1336.2222222222222,60min
1588B-11C2b,CCOc1ccc(CCN2CCN(CCCc3ccc(F)cc3)CC2)cc1OC,1367.2727272727273,60min
1588B-18F3a,COc1cc(CCN2CCN(CCCc3ccccc3)CC2)ccc1OCCF,752.5124999999999,60min
1588B-18F3b,COc1cc(CCN2CCN(CCCc3ccc(F)cc3)CC2)ccc1OCCF,957.0476190476192,60min
1590-18F-FESAHA,O=C(CCCCCCC(=O)Nc1ccc(CCF)cc1)NO,0.5714285714285715,120min
1592A-18FFET,NC(Cc1ccc(OCCF)cc1)C(=O)[O-],0.819047619047619,120min
1592E-18F-FDG,OC[C@H]1O[C@H](O)[C@H](F)[C@@H](O)[C@@H]1O,17.26923076923077,120min
1592E-18FFET,N[C@@H](Cc1ccc(OCCF)cc1)C(=O)O,0.943661971830986,90min
1596-11CMTO,COC(=O)c1cncn1[C@H](C)c1ccccc1,0.7088607594936709,60min
1596-18F1,C[C@H](c1ccccc1)n1cncc1C(=O)OCCF,0.8717948717948718,120min
1596-18F2,C[C@H](c1ccc(Cl)cc1)n1cncc1C(=O)OCCF,1.108695652173913,120min
1596-18F3,C[C@H](c1ccc(Br)cc1)n1cncc1C(=O)OCCF,0.8333333333333333,60min
1596-18F4,C[C@H](c1ccc(Br)cc1)n1cncc1C(=O)OCCCF,0.625,120min
1602B-18F1a,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1CCCF,0.3870967741935484,120min
1602B-18F1b,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1CCCCF,0.33333333333333337,120min
1602B-18F1c,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1CCCCCF,0.0,120min
1602B-18F1d,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)cc1CCCF,0.13333333333333333,120min
1602B-18F1e,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)cc1CCCCF,0.36363636363636365,120min
1602B-18F1f,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)cc1CCCCCF,0.22222222222222224,120min
1602B-I25IFIAUb,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)cc1I,0.09,120min
1604C-18FFFMZ,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,1.4375,5min
1604D-18FFMZ,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,0.6756756756756757,10min
1606B-125IFIAU,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)cc1I,0.09,120min
1606B-18F1a,O=c1[nH]c(=O)n([C@H]2C[C@@H](O)[C@@H](CO)O2)cc1CCCF,0.3870967741935484,120min
1606B-18F1b,O=c1[nH]c(=O)n([C@H]2C[C@@H](O)[C@@H](CO)O2)cc1CCCCF,0.33333333333333337,120min
1606B-18F1c,O=c1[nH]c(=O)n([C@H]2C[C@@H](O)[C@@H](CO)O2)cc1CCCCCF,0.25,120min
1606B-18F1d,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@H](O)C2F)cc1CCCF,0.13333333333333333,120min
1606B-18F1e,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@H](O)C2F)cc1CCCCF,0.36363636363636365,120min
1606B-18F1f,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@H](O)C2F)cc1CCCCCF,0.22222222222222224,120min
1610-18FFHBG,Nc1nc2c(ncn2CCC(CO)CF)c(=O)[nH]1,0.08823529411764705,60min
1610-18FFHOMP,Cc1c(COC(CO)CF)[nH]c(=O)[nH]c1=O,0.61875,60min
1614-18F3,O=C1/C(=C/c2ccc(OCCF)cc2)Oc2ccc(I)cc21,0.8345070422535212,10min
1620A-18F-ﬂuoroisonicotinic,O=C1/C(=C/c2ccc(OCCF)cc2)Oc2ccc(I)cc21,0.6875,30min
1624-18F3,Nc1nc2ncc(CNc3ccc(C(=O)NC(CCC(=O)NC(Cc4cn(C5OC(CO)C(O)C(O)C5F)nn4)C(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1,1.8,90min
1631A-R-18F Fluorocarazol,CC(CF)NC[C@H](O)COc1cccc2[nH]c3ccccc3c12,1.4385964912280702,10min
1631A-S-18F Fluorocarazol,O[C@H](CNCCF)COc1cccc2[nH]c3ccccc3c12,2.1071428571428568,10min
1632B-18Fclofilium,CC[N+](CC)(CCCCCCCF)CCCCc1ccc(Cl)cc1,0.39999999999999997,60min
1634B-15a,COc1c(Cl)cc(Cl)c(O)c1C(=O)NC[C@@H]1CCCN1CCF,3.25,5min
1634B-15b,COc1c(Cl)cc(Cl)c(O)c1C(=O)NC[C@@H]1CCCN1CCCF,4.461538461538461,5min
1634B-15c,COc1c(Cl)cc(Cl)c(O)c1C(=O)NC[C@@H]1CCCN1CCCCF,3.380952380952381,5min
1639-18F6,CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2ccc(F)cc2)CC1,1.434782608695652,5min
1641-18F9a,N[C@](CF)(Cc1ccccc1)C(=O)O,0.3214285714285714,60min
1641-18F9b,N[C@@](CF)(Cc1ccccc1)C(=O)O,0.26666666666666666,60min
1643-R-Fluoropropranolol,CC(CF)NC[C@@H](O)COc1cccc2ccccc12,3.818181818181818,5min
1643-S-Fluoropropranolol,CC(CF)NC[C@H](O)COc1cccc2ccccc12,7.5,5min
1650D-18F-BMS-747158-02,CC(C)(C)n1ncc(OCc2ccc(COCCF)cc2)c(Cl)c1=O,8.916666666666668,10min
1653-L-18F-FMA,N[C@H](CCF)C(=O)O,1.3333333333333333,120min
1655A-anti-18F-FMACBC,N[C@]1(C(=O)O)C[C@@H](CF)C1,0.8064516129032259,120min
1655A-syn-18F-FMACBC,N[C@]1(C(=O)O)C[C@H](CF)C1,0.7272727272727272,30min
1655C-R-18F-AFETP,N[C@H](Cc1cn(CCF)nn1)C(=O)O,0.14285714285714285,60min
1655C-S-18F-AFETP,N[C@@H](Cc1cn(CCF)nn1)C(=O)O,0.21739130434782608,60min
1656-18F-FBMHA,CCCCCCCCCC(F)CCCC1CC1CC(=O)O,0.4655172413793104,60min
1656-18F-FCPHA,CCCCCCCCC(F)CCCCC1CC1CC(=O)O,1.0,5min
1662-18F3e,CN(C)c1ccc(/C=C/c2ccc(OCC(CO)CF)cc2)cc1,3.1575757575757577,30min
1662-18F4e,CNc1ccc(/C=C/c2ccc(OCC(CO)CF)cc2)cc1,3.75,2min
1663A-F18-a-Methyl Tyrosine,CC([NH3+])(Cc1ccc(F)cc1)C(=O)O,1.136986301369863,120min
1667-18FFDG,OCC1CC(O)C(F)C(O)C1O,19.1875,30min
1667-18FFNBMBA,CC(C)[C@H](NC(=O)c1ccc([N+](=O)[O-])cc1F)C(=O)O,0.2,60min
1667-18FMFNBMB,COC(=O)[C@@H](NC(=O)c1ccc([N+](=O)[O-])cc1F)C(C)C,0.631578947368421,120min
1667-L-18FFET,NC(Cc1ccc(OCCF)cc1)C(=O)O,0.6517857142857142,120min
1670-18FON,O=[N+]([O-])c1nccn1CCCCCCCCF,1.2514450867052025,5min
1670-18FPN,O=[N+]([O-])c1nccn1CCCF,1.036717062634989,5min
1670-FMISO,O=[N+]([O-])c1nccn1CC(O)CF,0.9762532981530343,60min
1671-18FFOP,O=C(O)COCCCCCCCCCCCCF,0.1864406779661017,15min
1674A-125I6,COc1cc(/C=C/C(=O)/C=C(/C)O)cc(I)c1O,0.0574712643678161,60min
1674A-18F8,COc1cc(/C=C/C(O)=C/C(=O)/C=C/c2ccc(OCCCF)c(OC)c2)ccc1O,0.18032786885245902,60min
1675A-18F6a,COc1cc2c(cc1OCCF)CCN1CC(CC(C)C)C(O)CC21,1.7388059701492538,2min
1675A-18F6b,COc1cc2c(cc1OCCCF)CCN1CC(CC(C)C)C(O)CC21,2.723076923076923,2min
1680A-18F-FPC,O=C(C1CCCCC1)N(CCN1CCN(c2ccccc2OCCCF)CC1)c1ccccn1,1.6666666666666667,120min
1683-18F-FPDA,CCN(CC)CCNC(=O)C(C)F,3.5283018867924527,60min
1686A-18F17,CN(C)c1ccc(-c2cc3cc(OCCOCCOCCF)ccc3o2)cc1,2.282258064516129,10min
1697A-18F2,N[C@@H](Cc1ccc(CCF)cc1)C(=O)O,0.8,60min
1698-18F5FPPDB,CN(C)c1ccc(/N=N/c2nc3ccc(OCCOCCOF)cc3s2)cc1,2.3278688524590163,10min
1703A-18F1,N#Cc1ccc(OCC2CCN(CCCF)CC2)cc1,85.9090909090909,120min
1709A-18F5,CN(C)c1ccc(-c2cc3cc(OCCOCCOCCF)ccc3o2)cn1,1.823321554770318,2min
1710-18F-FPHBF-1,CN(C)c1ccc(-c2cc3cc(OCCOCCOCCF)ccc3o2)cc1,2.282258064516129,10min
1710-18F-FPYBF-1,CN(C)c1ccc(-c2cc3cc(OCCOCCOCCF)ccc3o2)cn1,1.823321554770318,2min
1710-18F10,CNc1ccc(-c2cc3cc(OCCOCCOCCF)ccc3o2)cc1,2.282258064516129,10min
1710-18F21,CNc1ccc(-c2cc3cc(OCCOCCOCCF)ccc3o2)cc1,2.282258064516129,10min
1713A-18F-FRB-D4,[2H]C([2H])(F)C([2H])([2H])Oc1ccccc1OC(c1ccccc1)C1CNCCO1,0.7714285714285716,60min
1713A-18F-FRB,FCCOc1ccccc1OC(c1ccccc1)C1CNCCO1,0.45038167938931295,10min
1719-18F-FTMA,C[N+](C)(C)c1ccc(F)cc1,0.09090909090909091,60min
1721A-18F-FTO,O=C(O)CCSCCCC/C=C\CCCCCCF,11.621621621621621,120min
1721A-18F-FTP,O=C(O)CCSCCCCCCCCCCCCF,1.4622641509433962,120min
1721B-18F-2,O=C(O)CCSCCCCCCCCCCCCF,1.4666666666666666,120min
1721B-18F-3,O=C(O)CCSCCCC/C=C\CCCCCCCCF,1.162162162162162,120min
1721B-18F-4,O=C(O)CCSCCCCCCCCCCCCCCF,1.459183673469388,120min
1721B-18F-5,O=C(O)CCCCSCCCCCCCCCCCCF,1.1379310344827587,30min
1738B-18FMaxiPostTM,COc1ccc(Cl)cc1[C@]1(F)C(=O)Nc2cc(C(F)(F)F)ccc21,2.897727272727273,15min
1741C-18F-MEM,CC12CC3CC(N)(C1)CC(CF)(C3)C2,9.272727272727273,120min
1743-MFBG,N=C(N)NCc1cccc(F)c1,0.33333333333333337,60min
1743-PFBG,Cc1ccc(CNC(=N)N)cc1,1.1,60min
1744C-18F1,NC(Cc1ccc(O)c(CCF)c1)C(=O)O,0.6666666666666667,60min
1744C-18F2,NC(Cc1ccc(O)c(CCCF)c1)C(=O)O,0.546875,60min
1744C-18F3,COc1ccc(CC(N)C(=O)O)cc1CCF,1.9655172413793103,120min
1744C-18F4,COc1ccc(CC(N)C(=O)O)cc1CCCF,0.8125,30min
1746-18F1,CC(C)[C@H](NC(=O)c1ccc([N+](=O)[O-])cc1F)C(=O)O,0.631578947368421,120min
1746-18F2,CC(C)[C@H](NC(=O)c1ccc([N+](=O)[O-])cc1F)C(=O)O,0.2,60min
1749B-18FMHMZ,COc1c(OCF)cccc1C(O)C1CCN(CCc2ccc(F)cc2)CC1,0.24242424242424243,60min
1754-18F-1,COc1cc2ncnc(Nc3ccc(F)cc3)c2cc1OC,0.17721518987341772,60min
1754-18F-4,COc1cc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2cc1OC,1.2703488372093024,5min
1759B-18F-FMISO,COCC(O)Cn1ccnc1[N+](=O)[O-],0.7222222222222222,30min
1759B-18F-NEFA,O=C(CF)NCCn1ccnc1[N+](=O)[O-],0.6149068322981366,30min
1759B-18F-NEFT,O=C(CF)OCCn1ccnc1[N+](=O)[O-],0.496,30min
1766-18FFHBG,Nc1nc2c(ncn2CCC(CO)CF)c(=O)[nH]1,0.1,120min
1766-M-Me-FHBT,Cc1c(CC(CO)CF)n(C)c(=O)[nH]c1=O,0.20714285714285713,90min
1768C-Methylspiroperidol,CN1CN(c2ccccc2)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,6.842105263157895,120min
1771-18F1,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(CCCCCF)cc1,0.6666666666666666,120min
1772-18F1,NC(Cc1ccc(O)c(CCF)c1)C(=O)O,0.6666666666666667,60min
1772-18F2,NC(Cc1ccc(O)c(CCCF)c1)C(=O)O,0.546875,60min
1772-18F3,COc1ccc(CC(N)C(=O)O)cc1CCF,1.9655172413793103,120min
1772-18F4,COc1ccc(CC(N)C(=O)O)cc1CCCF,0.8125,30min
1799A-18F10,Cc1c(SCc2ccc(CCCCF)cc2)oc2ccccc2c1=O,2.8333333333333335,120min
1801B-18FFM-SA4503,COc1cc(CCN2CCN(CCCc3ccccc3)CC2)ccc1OCF,18.0,120min
1804-18FSAV03M,COC(=O)[C@H](NS(=O)(=O)c1ccc(C#CCCCCF)cc1)C(C)C,1.1578947368421053,120min
1804-18SAV03,CC(C)[C@@H](NS(=O)(=O)c1ccc(C#CCCCCF)cc1)C(=O)O,0.3,120min
1806-18F-SC58125,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,3.571428571428571,12min
1806-18F-SC63217,COc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,4.0,30min
1816-FTP,O=C(O)CCSCCCCCCCCCCCCS(=O)(=O)C(F)(F)F,0.6923076923076923,120min
1819-18FBF-227,CN(C)c1ncc(/C=C/c2nc3ccc(OCCF)cc3o2)s1,2.0648464163822524,2min
1819-18FFACT,CN(C)c1ncc(/C=C/c2nc3ccc(OC(CO)CF)cc3o2)s1,1.2712328767123287,2min
1819-18FTHK-525,FCCOc1ccc2nc(/C=C/c3cnc(N4CCOCC4)s3)oc2c1,1.6773049645390072,2min
1819-18FTHK-702,OCC(CF)Oc1ccc2nc(/C=C/c3cnc(N4CCOCC4)s3)oc2c1,1.2425149700598803,2min
1819-18FTHK-727,OCC(CF)COc1ccc2nc(/C=C/c3cnc(N4CCOCC4)s3)oc2c1,1.380952380952381,2min
1820C-18FFTPP,Fc1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0.5,60min
1820E-18-FLT,Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O,0.17142857142857143,60min
1825-18FWC-59,COc1ccc(C)cc1NC(=O)OC1CC2CCCC(C1)N2Cc1ccc(CCF)cc1,2.1414141414141414,30min
1826-18FWC-IV-3,O=C1C(=O)N(Cc2ccc(OCCF)cc2)c2ccc(S(=O)(=O)N3CC[C@H]3COc3ccccc3)cc21,0.29896907216494845,60min
